# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1704586	1704810	+	WP_011917071.1	WP_011917071.1		HypC/HybG/HupF family hydrogenase formation chaperone			CSAC_RS07815	225	74	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1704797	1705843	+					hypD		CSAC_RS07820	1047		old_locus_tag=Csac_1544
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1704797	1705843	+	WP_011917072.1	WP_011917072.1		hydrogenase formation protein HypD	hypD		CSAC_RS07820	1047	348	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1705840	1706838	+					hypE		CSAC_RS07825	999		old_locus_tag=Csac_1545
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1705840	1706838	+	WP_011917073.1	WP_011917073.1		hydrogenase expression/formation protein HypE	hypE		CSAC_RS07825	999	332	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1706887	1707084	+							CSAC_RS15150	198		old_locus_tag=Csac_1546
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1706887	1707084	+	WP_011917074.1	WP_011917074.1		hypothetical protein			CSAC_RS15150	198	65	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1707132	1707569	+							CSAC_RS15155	438		old_locus_tag=Csac_1547
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1707132	1707569	+	WP_011917075.1	WP_011917075.1		hypothetical protein			CSAC_RS15155	438	145	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1707595	1707798	+							CSAC_RS07835	204		old_locus_tag=Csac_1548
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1707595	1707798	+	WP_011917076.1	WP_011917076.1		4Fe-4S binding protein			CSAC_RS07835	204	67	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1707802	1708854	+							CSAC_RS07840	1053		old_locus_tag=Csac_1549
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1707802	1708854	+	WP_187147294.1	WP_187147294.1		3-methyl-2-oxobutanoate dehydrogenase subunit VorB			CSAC_RS07840	1053	350	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1708890	1709630	+							CSAC_RS07845	741		old_locus_tag=Csac_1550
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1708890	1709630	+	WP_011917078.1	WP_011917078.1		2-oxoglutarate oxidoreductase			CSAC_RS07845	741	246	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1709633	1710172	+							CSAC_RS07850	540		old_locus_tag=Csac_1551
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1709633	1710172	+	WP_011917079.1	WP_011917079.1		2-oxoacid:acceptor oxidoreductase family protein			CSAC_RS07850	540	179	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1710180	1711556	+							CSAC_RS07855	1377		old_locus_tag=Csac_1552
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1710180	1711556	+	WP_011917080.1	WP_011917080.1		VanW family protein			CSAC_RS07855	1377	458	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1711571	1712236	+							CSAC_RS07860	666		old_locus_tag=Csac_1553
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1711571	1712236	+	WP_011917081.1	WP_011917081.1		DUF2225 domain-containing protein			CSAC_RS07860	666	221	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1712308	1712907	+							CSAC_RS07865	600		old_locus_tag=Csac_1554
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1712308	1712907	+	WP_011917082.1	WP_011917082.1		hypothetical protein			CSAC_RS07865	600	199	
gene	pseudogene	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1713062	1714280	+							CSAC_RS07870	1219		pseudo;old_locus_tag=Csac_1555
CDS	without_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1713062	1714280	+				transposase			CSAC_RS07870	1219		pseudo
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1714332	1715246	-							CSAC_RS07875	915		old_locus_tag=Csac_1556
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1714332	1715246	-	WP_011917083.1	WP_011917083.1		winged helix-turn-helix transcriptional regulator			CSAC_RS07875	915	304	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1715521	1716870	+							CSAC_RS07880	1350		old_locus_tag=Csac_1557
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1715521	1716870	+	WP_011917084.1	WP_011917084.1		sugar ABC transporter substrate-binding protein			CSAC_RS07880	1350	449	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1717005	1717892	+							CSAC_RS07885	888		old_locus_tag=Csac_1558
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1717005	1717892	+	WP_011917085.1	WP_011917085.1		sugar ABC transporter permease			CSAC_RS07885	888	295	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1717923	1718777	+							CSAC_RS07890	855		old_locus_tag=Csac_1559
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1717923	1718777	+	WP_011917086.1	WP_011917086.1		carbohydrate ABC transporter permease			CSAC_RS07890	855	284	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1718903	1720267	+							CSAC_RS07895	1365		old_locus_tag=Csac_1560
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1718903	1720267	+	WP_228369857.1	WP_228369857.1		arabinan endo-1,5-alpha-L-arabinosidase			CSAC_RS07895	1365	454	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1720385	1721902	+							CSAC_RS07900	1518		old_locus_tag=Csac_1561
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1720385	1721902	+	WP_011917088.1	WP_011917088.1		alpha-N-arabinofuranosidase			CSAC_RS07900	1518	505	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1722070	1723386	+							CSAC_RS07905	1317		old_locus_tag=Csac_1562
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1722070	1723386	+	WP_011917089.1	WP_011917089.1		alpha-glucosidase/alpha-galactosidase			CSAC_RS07905	1317	438	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1723479	1723961	-							CSAC_RS07910	483		old_locus_tag=Csac_1563
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1723479	1723961	-	WP_011917090.1	WP_011917090.1		GNAT family N-acetyltransferase			CSAC_RS07910	483	160	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1724126	1724620	+					ruvC		CSAC_RS07915	495		old_locus_tag=Csac_1564
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1724126	1724620	+	WP_013403499.1	WP_013403499.1		crossover junction endodeoxyribonuclease RuvC	ruvC		CSAC_RS07915	495	164	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1724617	1725210	+					ruvA		CSAC_RS07920	594		old_locus_tag=Csac_1565
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1724617	1725210	+	WP_011917092.1	WP_011917092.1		Holliday junction branch migration protein RuvA	ruvA		CSAC_RS07920	594	197	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1725243	1726259	+					ruvB		CSAC_RS07925	1017		old_locus_tag=Csac_1566
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1725243	1726259	+	WP_011917093.1	WP_011917093.1		Holliday junction branch migration DNA helicase RuvB	ruvB		CSAC_RS07925	1017	338	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1726256	1726792	+							CSAC_RS07930	537		old_locus_tag=Csac_1567
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1726256	1726792	+	WP_011917094.1	WP_011917094.1		epoxyqueuosine reductase QueH			CSAC_RS07930	537	178	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1726961	1727272	+					rplU		CSAC_RS07935	312		old_locus_tag=Csac_1568
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1726961	1727272	+	WP_011917095.1	WP_011917095.1		50S ribosomal protein L21	rplU		CSAC_RS07935	312	103	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1727292	1727633	+							CSAC_RS07940	342		old_locus_tag=Csac_1569
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1727292	1727633	+	WP_011917096.1	WP_011917096.1		ribosomal-processing cysteine protease Prp			CSAC_RS07940	342	113	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1727617	1727916	+					rpmA		CSAC_RS07945	300		old_locus_tag=Csac_1570
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1727617	1727916	+	WP_011917097.1	WP_011917097.1		50S ribosomal protein L27	rpmA		CSAC_RS07945	300	99	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1728021	1729304	+					obgE		CSAC_RS07950	1284		old_locus_tag=Csac_1571
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1728021	1729304	+	WP_041722822.1	WP_041722822.1		GTPase ObgE	obgE		CSAC_RS07950	1284	427	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1729317	1730420	-							CSAC_RS07955	1104		old_locus_tag=Csac_1572
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1729317	1730420	-	WP_011917099.1	WP_011917099.1		IS481-like element ISCsa6 family transposase			CSAC_RS07955	1104	367	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1730688	1730873	+							CSAC_RS07960	186		old_locus_tag=Csac_3024
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1730688	1730873	+	WP_011917100.1	WP_011917100.1		hypothetical protein			CSAC_RS07960	186	61	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1730986	1731273	+					yhbY		CSAC_RS07965	288		old_locus_tag=Csac_1573
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1730986	1731273	+	WP_011917101.1	WP_011917101.1		ribosome assembly RNA-binding protein YhbY	yhbY		CSAC_RS07965	288	95	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1731574	1732848	+							CSAC_RS07970	1275		old_locus_tag=Csac_1574
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1731574	1732848	+	WP_011917102.1	WP_011917102.1		O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase			CSAC_RS07970	1275	424	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1732977	1734122	+							CSAC_RS07975	1146		old_locus_tag=Csac_1575
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1732977	1734122	+	WP_011917103.1	WP_011917103.1		homoserine O-acetyltransferase			CSAC_RS07975	1146	381	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1734119	1734841	+							CSAC_RS07980	723		old_locus_tag=Csac_1576
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1734119	1734841	+	WP_011917104.1	WP_011917104.1		MBL fold metallo-hydrolase			CSAC_RS07980	723	240	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1734874	1735764	+							CSAC_RS07985	891		old_locus_tag=Csac_1577
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1734874	1735764	+	WP_011917105.1	WP_011917105.1		membrane dipeptidase			CSAC_RS07985	891	296	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1735894	1737087	+							CSAC_RS07990	1194		old_locus_tag=Csac_1578
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1735894	1737087	+	WP_011917106.1	WP_011917106.1		pyridoxal phosphate-dependent aminotransferase			CSAC_RS07990	1194	397	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1737139	1738569	+					purB		CSAC_RS07995	1431		old_locus_tag=Csac_1579
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1737139	1738569	+	WP_011917107.1	WP_011917107.1		adenylosuccinate lyase	purB		CSAC_RS07995	1431	476	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1738663	1742028	-					rgy		CSAC_RS08000	3366		old_locus_tag=Csac_1580
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1738663	1742028	-	WP_011917108.1	WP_011917108.1		reverse gyrase	rgy		CSAC_RS08000	3366	1121	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1742165	1742623	-							CSAC_RS08005	459		old_locus_tag=Csac_1581
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1742165	1742623	-	WP_228370059.1	WP_228370059.1		ACT domain-containing protein			CSAC_RS08005	459	152	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1742645	1743403	-					dapB		CSAC_RS08010	759		old_locus_tag=Csac_1582
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1742645	1743403	-	WP_011917110.1	WP_011917110.1		4-hydroxy-tetrahydrodipicolinate reductase	dapB		CSAC_RS08010	759	252	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1743459	1744346	-					dapA		CSAC_RS08015	888		old_locus_tag=Csac_1583
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1743459	1744346	-	WP_011917111.1	WP_011917111.1		4-hydroxy-tetrahydrodipicolinate synthase	dapA		CSAC_RS08015	888	295	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1744402	1745403	-							CSAC_RS08020	1002		old_locus_tag=Csac_1584
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1744402	1745403	-	WP_011917112.1	WP_011917112.1		aspartate-semialdehyde dehydrogenase			CSAC_RS08020	1002	333	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1745889	1746287	+							CSAC_RS08025	399		old_locus_tag=Csac_1585
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1745889	1746287	+	WP_011917113.1	WP_011917113.1		nucleotidyltransferase substrate binding protein			CSAC_RS08025	399	132	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1746284	1746583	+							CSAC_RS08030	300		old_locus_tag=Csac_1586
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1746284	1746583	+	WP_011917114.1	WP_011917114.1		nucleotidyltransferase domain-containing protein			CSAC_RS08030	300	99	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1746590	1747063	+					ispF		CSAC_RS08035	474		old_locus_tag=Csac_1587
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1746590	1747063	+	WP_011917115.1	WP_011917115.1		2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	ispF		CSAC_RS08035	474	157	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1747148	1748320	+							CSAC_RS08040	1173		old_locus_tag=Csac_1588
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1747148	1748320	+	WP_011917116.1	WP_011917116.1		DNA double-strand break repair nuclease NurA			CSAC_RS08040	1173	390	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1748340	1748924	+							CSAC_RS08045	585		old_locus_tag=Csac_1589
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1748340	1748924	+	WP_011917117.1	WP_011917117.1		hypothetical protein			CSAC_RS08045	585	194	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1748944	1750611	+							CSAC_RS08050	1668		old_locus_tag=Csac_1590
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1748944	1750611	+	WP_011917118.1	WP_011917118.1		DUF87 domain-containing protein			CSAC_RS08050	1668	555	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1750642	1751901	+							CSAC_RS08055	1260		old_locus_tag=Csac_1591
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1750642	1751901	+	WP_011917119.1	WP_011917119.1		exonuclease SbcCD subunit D			CSAC_RS08055	1260	419	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1751923	1754496	+							CSAC_RS08060	2574		old_locus_tag=Csac_1592
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1751923	1754496	+	WP_011917120.1	WP_011917120.1		SMC family ATPase			CSAC_RS08060	2574	857	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1754550	1754891	+							CSAC_RS08065	342		old_locus_tag=Csac_1593
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1754550	1754891	+	WP_011917121.1	WP_011917121.1		YbaB/EbfC family nucleoid-associated protein			CSAC_RS08065	342	113	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1754909	1755508	+					recR		CSAC_RS08070	600		old_locus_tag=Csac_1594
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1754909	1755508	+	WP_011917122.1	WP_011917122.1		recombination mediator RecR	recR		CSAC_RS08070	600	199	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1755575	1755826	+							CSAC_RS08075	252		old_locus_tag=Csac_1595
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1755575	1755826	+	WP_011917123.1	WP_011917123.1		hypothetical protein			CSAC_RS08075	252	83	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1755893	1756093	+							CSAC_RS14480	201		
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1755893	1756093	+	WP_228370060.1	WP_228370060.1		pro-sigmaK processing inhibitor BofA family protein			CSAC_RS14480	201	66	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1756034	1756639	-							CSAC_RS08080	606		old_locus_tag=Csac_1596
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1756034	1756639	-	WP_011917124.1	WP_011917124.1		hypothetical protein			CSAC_RS08080	606	201	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1756748	1757665	+							CSAC_RS08085	918		old_locus_tag=Csac_1597
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1756748	1757665	+	WP_011917125.1	WP_011917125.1		NAD-dependent epimerase/dehydratase family protein			CSAC_RS08085	918	305	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1757738	1758055	+							CSAC_RS08090	318		old_locus_tag=Csac_1598
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1757738	1758055	+	WP_011917126.1	WP_011917126.1		hypothetical protein			CSAC_RS08090	318	105	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1758137	1758439	+							CSAC_RS08095	303		old_locus_tag=Csac_1599
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1758137	1758439	+	WP_011917127.1	WP_011917127.1		DUF1292 domain-containing protein			CSAC_RS08095	303	100	
gene	protein_coding	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1758573	1759481	+					galU		CSAC_RS08100	909		old_locus_tag=Csac_1600
CDS	with_protein	GCF_000016545.1	Primary Assembly	chromosome		NC_009437.1	1758573	1759481	+	WP_011917128.1	WP_011917128.1		UTP--glucose-1-phosphate uridylyltransferase GalU	galU		CSAC_RS08100	909	302	
